Datum;Uhrzeit;8:00 Uhr Prognose [MW];Online Hochrechnung [MW]
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
9,9E-4;0,005
18,5828;2,193
41,45959;30,028
99,93337;102,309
201,64892;217,489
353,0717;382,681
548,72981;602,97
786,14543;863,582
1060,1716;1079,588
1364,4148;1369,925
1702,85499;1712,085
2103,23545;2004,339
2551,33624;2330,16
3023,05313;2655,876
3524,29813;3027,078
4036,39616;3417,86
4563,37332;3869,559
5103,80972;4362,252
5628,43454;4881,03
6105,21803;5385,673
6523,50863;5766,452
6923,75534;6209,764
7303,73312;6657,855
7711,17634;7131,493
8044,13549;7600,126
8359,8098;7946,284
8643,6133;8286,914
8923,35645;8612,558
9134,3716;8763,757
9310,10075;9052,79
9488,3779;9104,379
9636,577;9499,013
9754,02748;9882,466
9829,67898;10135,692
9925,69749;10298,4
9989,82764;10354,729
9927,73429;10306,172
9867,99628;10382,771
9772,93341;10152,135
9679,59183;9996,731
9579,12478;9613,899
9439,68604;9032,632
9217,30969;8815,801
8994,03011;8467,548
8735,63612;8182,511
8422,46443;7887,142
8051,41495;7674,342
7633,29755;7247,79
7156,89175;6940,627
6667,71901;6533,769
6148,49249;6194,676
5630,8915;5751,623
5116,77642;5251,896
4570,81083;4785,09
4012,39958;4182,344
3458,2628;3567,291
2920,60044;3016,203
2406,61286;2515,872
1925,64291;2023,301
1497,23305;1607,842
1133,10134;1243,149
820,22988;931,223
554,64945;658,597
342,26677;418,205
184,29547;229,684
81,03896;98,606
28,81309;22,365
9,19834;0,372
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
2,5E-4;0,001
13,58551;2,218
37,39875;32,343
101,62561;112,065
219,39525;238,719
388,38297;415,491
605,19422;650,457
866,85724;928,514
1168,80351;1235,828
1503,65961;1573,339
1874,64347;1942,061
2310,87909;2305,983
2813,24334;2708,357
3323,56922;3183,475
3878,75484;3550,177
4465,97599;4053,566
5071,65861;4618,449
5686,43544;5254,801
6308,8864;5975,182
6886,33237;6694,559
7439,32083;7548,127
7976,58831;8247,485
8510,00443;8882,976
9057,66331;9559,491
9489,49359;10127,292
9941,77047;10763,642
10270,37418;11192,008
10555,70011;11511,492
10703,40413;11700,188
10769,70232;11991,876
10883,95734;12117,381
10920,25906;11727,624
10929,87387;11670,595
10878,92976;11542,837
10837,47975;11416,776
10678,87469;11073,714
10497,43361;10924,929
10261,92469;10655,419
10019,35455;10258,544
9761,58109;9717,689
9451,33989;9159,392
9101,72509;8541,977
8637,5624;7582,936
8229,48395;7133,052
7842,35158;
7456,05169;
7050,43056;
6636,57336;
6137,76901;
5662,2038;
5153,8084;
4694,09799;
4267,66833;
3809,85205;
3331,53881;
2863,02184;
2412,12429;
1980,76334;
1581,26393;
1219,73662;
910,06143;
653,12852;
439,92296;
275,64877;
155,24999;
77,27011;
35,4878;
16,9305;
0;
0;
0;
0;
0;
0;
0;
0;
